,Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
573,Isabella Murray,24.0,38,45.0,98.0
574,Kimberly Phelps MD,18.0,83,57.0,40.0
575,Joseph Graham,21.0,32,99.0,92.0
576,Vanessa Schultz,20.0,35,58.0,97.0
577,Renee Williams,23.0,35,98.0,92.0
578,Tamara Collins,23.0,79,59.0,55.0
579,Alison Johnson,18.0,69,96.0,33.0
580,Christina Hatfield,25.0,60,39.0,76.0
581,Jessica Quinn,22.0,36,64.0,66.0
582,Julie Burns,22.0,40,95.0,55.0
583,Elijah Johnson,18.0,51,77.0,84.0
584,Adam Mathews,22.0,69,55.0,86.0
585,Ryan Rodriguez,21.0,97,35.0,65.0
586,Stephanie Peterson,19.0,55,76.0,90.0
587,Kyle Cole,23.0,98,88.0,93.0
588,Alexis Campos,19.0,32,99.0,62.0
589,Drew Welch,18.0,42,90.0,59.0
590,Ryan Johnson,18.0,39,81.0,53.0
591,Katelyn Harris,23.0,57,30.0,47.0
592,Amanda Jennings,22.0,71,100.0,85.0
593,Janice Oliver,23.0,39,98.0,82.0
594,Kari Gonzales,23.0,67,47.0,41.0
595,John Thompson,19.0,97,97.0,48.0
596,Jeffrey Burgess,24.0,54,90.0,93.0
597,Amanda Gonzalez,18.0,49,51.0,53.0
598,Alyssa Gray,21.0,87,92.0,59.0
599,Jamie Jennings,23.0,83,57.0,83.0
600,Richard Navarro,18.0,39,58.0,89.0
601,Douglas Booth,22.0,77,64.0,70.0
602,David Clark,20.0,69,51.0,30.0
603,Diane Campbell,21.0,46,62.0,47.0
604,Kimberly Richardson,25.0,88,48.0,51.0
605,Todd Thornton,24.0,50,85.0,79.0
606,Michael Lopez,19.0,98,97.0,82.0
607,Traci Williams,23.0,90,37.0,52.0
608,Derrick King,22.0,82,95.0,69.0
609,Mr. Timothy Stanley,22.0,70,47.0,79.0
610,Jon Stephenson,21.0,65,89.0,44.0
611,Patricia Lawson,24.0,60,63.0,52.0
612,Robert Mcclain,23.0,78,35.0,78.0
613,Cody Travis,24.0,75,98.0,66.0
614,James Thomas,22.0,90,39.0,66.0
615,Linda Lawrence,18.0,96,46.0,64.0
616,Shawna Harrison,22.0,39,34.0,33.0
617,Jennifer Simpson,18.0,36,43.0,54.0
618,Danielle Foster,19.0,45,67.0,64.0
619,Micheal Carney,19.0,40,98.0,100.0
620,Douglas Chapman,24.0,97,32.0,93.0
621,Adrienne Salazar,25.0,58,88.0,55.0
622,Jacob Zamora,18.0,47,41.0,98.0
623,Christopher Marsh,19.0,58,96.0,79.0
624,Jill Hopkins,19.0,61,70.0,87.0
625,Lisa Turner,25.0,45,46.0,98.0
626,Sophia Price,18.0,43,43.0,82.0
627,Brady Villanueva,22.0,66,42.0,63.0
628,John Ramirez,18.0,39,56.0,61.0
629,William Briggs,22.0,78,67.0,81.0
630,Erica Mathews,23.0,62,61.0,63.0
631,Matthew Wood,23.0,67,68.0,34.0
632,Richard Thomas,21.0,72,58.0,30.0
633,Cassandra Bartlett,21.0,42,98.0,88.0
634,Meghan Macias,25.0,95,63.0,39.0
635,Dawn Snyder,21.0,88,61.0,54.0
636,Amy Stone,25.0,67,51.0,84.0
637,Rickey Jones,24.0,42,39.0,97.0
638,William Martin,18.0,89,46.0,77.0
639,Amanda Dunlap,18.0,88,66.0,91.0
640,Lawrence Mullins,25.0,49,79.0,40.0
641,Cynthia Davis,24.0,84,69.0,82.0
642,Carmen Johnson,24.0,51,64.0,80.0
643,Joshua Bowman,23.0,88,48.0,95.0
644,Daisy Griffin,19.0,51,61.0,87.0
645,Richard Stephens,24.0,49,57.0,84.0
646,Steven Melendez,20.0,88,60.0,56.0
647,Deborah Johnson,20.0,96,66.0,53.0
648,Ryan Smith,19.0,43,62.0,91.0
649,Cameron Wallace,19.0,95,38.0,45.0
650,Bobby Gentry,22.0,49,56.0,43.0
651,Norman Patterson,21.0,64,66.0,98.0
652,Jessica Webb,19.0,37,83.0,39.0
653,Joshua Arnold,25.0,35,81.0,66.0
654,Tracy Wagner,19.0,31,86.0,68.0
655,Eddie Murphy,24.0,35,61.0,91.0
656,Maria Hawkins,21.0,31,77.0,100.0
657,James Shaw,25.0,33,89.0,98.0
658,Joshua Townsend,19.0,82,78.0,35.0
659,Sean Smith,22.0,33,51.0,44.0
660,Zachary Henry,24.0,98,60.0,37.0
661,Matthew Middleton,22.0,57,54.0,63.0
662,Michael Kennedy,20.0,35,83.0,33.0
663,Paige Johnson,19.0,51,32.0,77.0
664,Alicia Robinson,25.0,81,66.0,65.0
665,Stephanie Stevens,25.0,86,43.0,86.0
666,Dr. Jeffrey Kelly MD,21.0,43,83.0,45.0
667,Phillip Fisher,25.0,51,87.0,86.0
668,Jenna Page,25.0,40,96.0,94.0
669,Angel Burgess,22.0,75,30.0,45.0
670,Sarah Harper,18.0,76,46.0,92.0
671,Alejandra Frey,22.0,39,95.0,48.0
672,Stephanie Kelly,21.0,82,92.0,73.0
673,Jacob Gonzalez,20.0,36,43.0,44.0
674,Misty English,22.0,89,53.0,54.0
675,Alexis Gilmore,25.0,55,34.0,64.0
676,Victor Ferguson,20.0,93,85.0,34.0
677,Luis Bailey,20.0,93,44.0,74.0
678,Heather Nguyen,22.0,92,86.0,79.0
679,Phillip Kennedy,23.0,67,97.0,42.0
680,Cheryl Peterson,25.0,97,54.0,65.0
681,Angela Cain,25.0,30,68.0,78.0
682,Kathleen Ayers,25.0,97,57.0,86.0
683,Mr. Patrick Schneider DDS,21.0,63,82.0,67.0
684,Anna Ford,25.0,76,55.0,33.0
685,Tara Novak,20.0,52,33.0,74.0
686,Roy Lee,20.0,95,67.0,40.0
687,Joshua King,25.0,93,100.0,91.0
688,Jonathon Fowler,25.0,62,67.0,59.0
689,Anthony Davis,19.0,81,48.0,48.0
690,James Rodriguez,20.0,79,97.0,43.0
691,Alicia Simon,20.0,66,94.0,61.0
692,Fernando Wells,24.0,54,86.0,75.0
693,Courtney Gonzalez,24.0,37,50.0,57.0
694,Michael Graham,25.0,69,96.0,63.0
695,Cody Phillips,22.0,34,86.0,49.0
696,Catherine Ortega,19.0,92,71.0,73.0
697,Craig Kramer,23.0,59,65.0,65.0
698,Traci Marquez,18.0,68,39.0,79.0
699,Isaiah Johnson,25.0,67,31.0,76.0
700,Melinda Moran,23.0,71,37.0,55.0
701,Kimberly Johnson,19.0,63,96.0,99.0
702,Summer Wright,18.0,96,97.0,58.0
703,Amanda Willis,21.0,68,78.0,82.0
704,Amber Moore,19.0,52,32.0,70.0
705,Sabrina Sandoval,24.0,41,93.0,36.0
706,Angela Martinez,18.0,57,34.0,69.0
707,Becky Wilson,22.0,38,73.0,86.0
708,Mr. Steven York,20.0,66,99.0,34.0
709,Brittany Mccann,18.0,99,38.0,51.0
710,Vincent Vasquez,22.0,45,82.0,52.0
711,Kenneth Adams,19.0,34,96.0,45.0
712,Emily Page,24.0,96,50.0,35.0
713,Carla Lewis,18.0,37,41.0,48.0
714,Kaylee Bailey,24.0,87,92.0,74.0
715,Melissa Wright DDS,18.0,78,40.0,70.0
716,Tracy Mora,20.0,34,42.0,75.0
717,Richard Hubbard,24.0,64,45.0,65.0
718,Mandy Carey,23.0,66,74.0,93.0
719,Krista Jones,25.0,71,65.0,77.0
720,Tammy Perez,24.0,99,55.0,69.0
721,Trevor Mueller,20.0,38,82.0,76.0
722,Molly Strong,21.0,60,43.0,89.0
723,Jeffrey Velazquez,21.0,76,44.0,30.0
724,Cynthia Turner,24.0,70,77.0,97.0
725,Steven Ramirez,23.0,85,46.0,82.0
726,Christopher Morris,21.0,43,85.0,61.0
727,Richard Lozano,25.0,94,82.0,98.0
728,Jeffery Henderson,20.0,68,95.0,48.0
729,Jessica Munoz,20.0,51,62.0,46.0
730,Matthew Bailey,24.0,47,46.0,70.0
731,Steve Hodge,24.0,35,99.0,99.0
732,Laura Green,25.0,59,42.0,36.0
733,Michael Maddox,21.0,91,45.0,35.0
734,Michael Page,23.0,81,48.0,96.0
735,Thomas Anderson,23.0,89,78.0,30.0
736,Caitlin Cole,24.0,31,91.0,38.0
737,Michelle Scott,23.0,43,73.0,91.0
738,Todd Fletcher,23.0,100,30.0,96.0
739,Jason Romero,20.0,41,89.0,48.0
740,Thomas Webster,18.0,30,45.0,99.0
741,Michael Ward DVM,18.0,39,62.0,49.0
742,Samuel Dunn,18.0,100,81.0,70.0
743,Marc Young,19.0,31,90.0,38.0
744,Patty Lee,22.0,84,80.0,99.0
745,Dalton Parsons,19.0,38,82.0,39.0
746,Sean Brooks,18.0,70,98.0,33.0
747,Shane Schmidt,20.0,64,36.0,51.0
748,Kevin Petty,19.0,42,78.0,70.0
749,Leah Hoffman,19.0,94,32.0,91.0
750,Alec Martinez,19.0,96,70.0,96.0
751,Christina Gonzales,24.0,46,61.0,74.0
752,Thomas Gonzalez,24.0,94,49.0,83.0
753,Lori Jones,23.0,97,68.0,31.0
754,Rachel Henderson,25.0,40,74.0,96.0
755,Allen Johns,20.0,33,97.0,50.0
756,Kathleen Gardner,20.0,71,62.0,36.0
757,Tina Gibson,23.0,56,50.0,43.0
758,Paul Crane,22.0,40,75.0,81.0
759,Patrick Burton,23.0,31,76.0,83.0
760,Norma James,22.0,42,31.0,47.0
761,Elizabeth Hernandez,21.0,76,54.0,100.0
762,Amy Brewer,20.0,44,72.0,76.0
763,Brittany Rogers,20.0,93,36.0,57.0
764,Ashley Bright,24.0,78,58.0,96.0
765,Kelli Henderson,20.0,80,30.0,66.0
766,Jeremy Wiggins,22.0,58,67.0,77.0
767,Paul Davis,24.0,92,91.0,80.0
768,Melissa Calhoun,23.0,74,56.0,93.0
769,Morgan Bailey,18.0,39,45.0,92.0
770,Jacqueline Harris,25.0,77,57.0,50.0
771,Denise Edwards,24.0,87,35.0,95.0
772,Ronald Young,24.0,32,97.0,88.0
773,Jeffrey Jenkins,23.0,62,41.0,73.0
774,Jeffrey Watson,18.0,53,63.0,64.0
775,Pamela Manning DVM,22.0,80,51.0,76.0
776,Kelly Blair,20.0,37,54.0,38.0
777,Victoria Jimenez,24.0,79,57.0,38.0
778,Troy Thompson,20.0,56,85.0,37.0
779,Philip Smith,23.0,51,86.0,60.0
780,Tanya Valenzuela,21.0,40,58.0,53.0
781,Laura Coffey,25.0,49,94.0,86.0
782,Erin Terrell,24.0,79,53.0,59.0
783,Susan Page,21.0,72,59.0,59.0
784,Caleb Bowen,20.0,42,67.0,93.0
785,Samuel Holder,22.0,95,53.0,32.0
786,Victor Adams,21.0,84,68.0,86.0
787,Tammy Rojas,24.0,73,42.0,84.0
788,David Frederick,23.0,76,55.0,78.0
789,Lisa Hernandez,18.0,52,68.0,54.0
790,Kristen Guzman,22.0,82,48.0,62.0
791,Cynthia Jones,23.0,35,38.0,50.0
792,Edward Houston,18.0,47,97.0,59.0
793,Ivan Peterson,21.0,63,89.0,46.0
794,Cory Kim,22.0,41,31.0,86.0
795,Diana Hicks,18.0,37,82.0,98.0
796,Christopher Gonzales,22.0,59,32.0,69.0
797,Brian Anderson,24.0,47,59.0,97.0
798,Nicole Bell,18.0,91,33.0,78.0
799,Gordon Barrett,19.0,77,93.0,46.0
800,Travis Dennis,20.0,61,66.0,67.0
801,Leah Simmons,25.0,89,67.0,49.0
802,Jacob Cole,20.0,82,50.0,49.0
803,Lauren Miller,19.0,41,97.0,79.0
804,Mary Howell,20.0,81,92.0,57.0
805,Steven Bennett,19.0,94,34.0,41.0
806,Mario Barrett,23.0,57,83.0,90.0
807,Erin Conway,19.0,36,60.0,47.0
808,Joel Brown,18.0,66,100.0,59.0
809,Scott Smith,19.0,98,34.0,73.0
810,Steve Jackson,18.0,90,79.0,31.0
811,James Walter,25.0,68,66.0,48.0
812,Todd Gibson,18.0,34,56.0,79.0
813,Jason Delgado,21.0,75,95.0,65.0
814,Mark Warner,19.0,75,88.0,91.0
815,Melissa Munoz,23.0,91,91.0,86.0
816,Jeff Walker,25.0,48,50.0,74.0
817,Samantha Davis,18.0,54,45.0,39.0
818,Jennifer Nunez,19.0,95,79.0,39.0
819,Eric Pollard,18.0,78,100.0,74.0
820,Mary Green,19.0,41,69.0,98.0
821,Deborah Avery,25.0,76,68.0,78.0
822,Samantha Smith,23.0,70,70.0,52.0
823,Jamie Vang,24.0,79,96.0,83.0
824,Stanley Sweeney,18.0,56,73.0,84.0
825,Donna Kelly,22.0,64,96.0,85.0
826,Richard Glenn,20.0,73,36.0,96.0
827,Kristin Hodges,19.0,69,84.0,32.0
828,Timothy Bell,25.0,89,43.0,35.0
829,Nicholas Russell,25.0,34,62.0,92.0
830,Bob Castillo,19.0,63,99.0,77.0
831,Luke Holt,20.0,77,61.0,57.0
832,Charles Jackson,22.0,56,38.0,88.0
833,Wendy Hall,20.0,64,81.0,64.0
834,Christopher Brown,20.0,78,63.0,48.0
835,Cameron Keith,19.0,51,90.0,53.0
836,James Oconnor,23.0,99,30.0,76.0
837,Adam Adams MD,24.0,70,77.0,86.0
838,Gregory Grant,19.0,88,43.0,92.0
839,Dawn Allen,18.0,59,100.0,78.0
840,Matthew Hanna,23.0,89,82.0,42.0
841,Kristen Campos,22.0,95,39.0,76.0
842,Christopher Jones,21.0,86,48.0,52.0
843,Tracy Williams,18.0,91,91.0,45.0
844,Barbara Roberts,21.0,43,98.0,77.0
845,Shelly Brown,24.0,55,67.0,69.0
846,Christopher Miller,21.0,83,96.0,90.0
847,Austin Hernandez,18.0,100,36.0,97.0
848,Nicole Mayer,25.0,31,76.0,92.0
849,Rebecca Sanchez,22.0,59,56.0,44.0
850,Cynthia Hall,21.0,89,85.0,99.0
851,Kimberly Santiago,23.0,46,56.0,58.0
852,Julie Ball,18.0,41,79.0,65.0
853,Diana Jacobson,21.0,54,58.0,39.0
854,Cheryl Chavez,25.0,37,64.0,79.0
855,Jason Pierce,20.0,82,50.0,42.0
856,Adrienne Thomas,23.0,61,77.0,78.0
857,Jacqueline Smith,23.0,71,98.0,41.0
858,Anna Smith,19.0,42,93.0,47.0
859,April Jacobs,22.0,94,53.0,50.0
860,Matthew Wilson,23.0,63,72.0,75.0
861,Charlotte Sandoval,21.0,73,64.0,53.0
862,Samantha Flores,19.0,68,73.0,35.0
863,Joseph Keller,25.0,83,86.0,93.0
864,Jeremiah Crane,25.0,34,44.0,89.0
865,Wesley Johnson MD,19.0,76,85.0,43.0
866,Mary Lee,19.0,42,41.0,49.0
867,Timothy Jones,20.0,86,31.0,50.0
868,Lance Acosta,25.0,78,70.0,66.0
869,Danny Gates,24.0,92,32.0,69.0
870,Justin Perez,20.0,64,58.0,66.0
871,Patrick Ford,21.0,54,65.0,76.0
872,Makayla Hubbard,23.0,35,97.0,67.0
873,Joseph Mendoza,18.0,97,65.0,71.0
874,Jackie Huynh,25.0,37,64.0,88.0
875,Brittany Harvey,23.0,89,86.0,61.0
876,Joseph Thornton,24.0,100,34.0,67.0
877,Kristen Chen,20.0,96,87.0,77.0
878,Tyler Stevens,18.0,91,35.0,38.0
879,Katelyn Barnes,24.0,50,72.0,68.0
880,James Wilson,19.0,65,35.0,53.0
881,Christopher Nelson,25.0,62,59.0,86.0
882,Christopher Mayo,21.0,92,100.0,95.0
883,Robert Martinez,20.0,67,40.0,69.0
884,Christopher Carter,21.0,89,38.0,30.0
885,Melissa Reynolds,24.0,94,46.0,51.0
886,Kathryn Watson,21.0,99,80.0,39.0
887,Gavin Stein,19.0,71,62.0,97.0
888,Alexander Peters,22.0,90,70.0,92.0
889,Steven Mccormick,24.0,92,96.0,93.0
890,Melissa Brown,20.0,43,100.0,85.0
891,Ann Harris,21.0,30,72.0,32.0
892,Scott Kaufman,18.0,70,59.0,60.0
893,Alexis Francis,21.0,65,55.0,41.0
894,Maria Carter,19.0,72,61.0,98.0
895,Michael Sandoval,18.0,45,80.0,32.0
896,Ronald Mcmahon,23.0,85,100.0,81.0
897,Benjamin Guzman,25.0,98,35.0,89.0
898,Michael Hansen,19.0,82,31.0,55.0
899,Bethany Woods,23.0,93,54.0,67.0
900,Julie Hoffman,18.0,30,80.0,82.0
901,William Stanley,22.0,45,100.0,60.0
902,Stephanie Nguyen,19.0,76,55.0,77.0
903,David Hayes,21.0,32,33.0,51.0
904,Thomas Thomas,24.0,66,52.0,62.0
905,Kevin Cunningham,23.0,68,98.0,33.0
906,Elizabeth Marshall,24.0,89,63.0,65.0
907,Jill Hernandez,23.0,57,57.0,49.0
908,Lisa Lee,20.0,87,36.0,73.0
909,Christopher Clark,18.0,54,98.0,76.0
910,Cameron Brown,25.0,72,60.0,88.0
911,Leah Taylor,23.0,88,82.0,44.0
912,Lauren Sweeney,24.0,72,61.0,69.0
913,Melissa Kelley,19.0,81,57.0,75.0
914,Alyssa Long,25.0,78,58.0,64.0
915,Brian Ramos,19.0,65,67.0,75.0
916,Tracy Berry,18.0,96,84.0,90.0
917,Sarah Parker,22.0,59,90.0,40.0
918,Jose Robinson,25.0,92,85.0,57.0
919,Jeffery Anderson,24.0,49,90.0,73.0
920,Jennifer Williams,22.0,63,63.0,47.0
921,Christopher Frazier,18.0,93,50.0,87.0
922,Mrs. Jennifer Mcbride DDS,22.0,60,64.0,30.0
923,Michelle Pierce DDS,19.0,44,50.0,63.0
924,Eduardo Morris,21.0,38,71.0,91.0
925,Lori Ferguson,24.0,60,35.0,67.0
926,Tiffany Wilson,18.0,66,98.0,61.0
927,Dr. Michelle Green,21.0,36,59.0,67.0
928,Catherine Cain,19.0,74,45.0,94.0
929,Michelle Williams,21.0,82,36.0,93.0
930,Kevin George,20.0,68,58.0,66.0
931,Roy Butler,22.0,96,74.0,64.0
932,Pamela Garcia,20.0,59,88.0,85.0
933,Alisha Scott,24.0,84,43.0,48.0
934,Julie Thomas,18.0,59,32.0,57.0
935,Nicole Brown,23.0,96,49.0,72.0
936,Lori Williams,18.0,87,73.0,36.0
937,Clayton Palmer,20.0,42,94.0,52.0
938,Lisa Howard,20.0,64,82.0,53.0
939,Richard Hamilton,20.0,72,90.0,66.0
940,Charles Green,24.0,56,85.0,85.0
941,Michael Lynn,22.0,84,59.0,91.0
942,Brianna Carlson,21.0,90,66.0,92.0
943,Alexis Jackson,18.0,31,62.0,59.0
944,Tiffany Wolf,23.0,83,88.0,93.0
945,Dustin Gillespie,23.0,47,66.0,90.0
946,Jenna Jones,22.0,69,45.0,55.0
947,Sabrina Johnston,22.0,42,66.0,94.0
948,Amber Powell,18.0,94,70.0,37.0
949,Marcus Strickland,20.0,43,80.0,91.0
950,Riley Kramer,19.0,85,77.0,95.0
951,Dr. Keith Barker,20.0,47,74.0,90.0
952,Valerie Williams,19.0,47,74.0,77.0
953,David Jackson II,20.0,58,77.0,30.0
954,Diana Williams,25.0,48,66.0,68.0
955,Edwin Gallagher,25.0,48,34.0,61.0
956,Elijah Smith,19.0,39,60.0,74.0
957,Rebecca Robles,19.0,64,48.0,50.0
958,Mrs. Cathy Johnson,18.0,80,93.0,42.0
959,Ashley Fox,23.0,36,75.0,48.0
960,Sarah Weaver,20.0,38,51.0,56.0
961,Michael Sims,25.0,53,65.0,35.0
962,Laura Huynh,23.0,57,100.0,72.0
963,Dan Fisher,25.0,64,92.0,68.0
964,Mr. Matthew Smith,19.0,82,46.0,31.0
965,Heather Conley,21.0,52,40.0,60.0
966,Jaime Green,23.0,59,58.0,87.0
967,Danielle Christian,20.0,50,72.0,84.0
968,Anthony Wilson,25.0,30,87.0,77.0
969,Sabrina Barker,19.0,57,93.0,73.0
970,Jennifer Barnett,22.0,69,88.0,69.0
971,Jessica Buchanan,21.0,33,53.0,60.0
972,Cody Gonzalez,18.0,82,96.0,95.0
973,Rhonda Brown,19.0,99,95.0,80.0
974,David Brown,23.0,92,80.0,40.0
975,Michelle Alvarado,21.0,88,60.0,58.0
976,Jill Smith,23.0,80,76.0,41.0
977,Dawn Gomez,18.0,95,77.0,83.0
978,Cheryl Thomas,25.0,69,68.0,30.0
979,Danielle Martin,21.0,54,66.0,67.0
980,Pamela Gray,24.0,86,34.0,65.0
981,Robert Alexander,21.0,75,77.0,93.0
982,Brett Chavez,18.0,84,80.0,43.0
983,Chad Miller,23.0,84,95.0,80.0
984,Bryce Ramirez,24.0,84,62.0,81.0
985,Christopher Lopez,25.0,56,72.0,50.0
986,Michael Thompson,18.0,78,80.0,71.0
987,Brian Randall,22.0,85,65.0,78.0
988,Rachael Johnson,22.0,82,30.0,56.0
989,Bethany Hansen,20.0,99,51.0,44.0
990,Debra Jones,20.0,45,86.0,50.0
991,Christopher Olson,25.0,57,35.0,93.0
992,Heather Kent,19.0,91,67.0,35.0
993,Christine Thomas,25.0,75,47.0,56.0
994,Patrick Roberts,25.0,46,82.0,50.0
995,Nancy Richards,18.0,78,67.0,62.0
996,Sandra Valdez,25.0,33,74.0,97.0
997,Juan House,24.0,85,86.0,59.0
998,James Clark,21.0,90,66.0,62.0
999,Kim Miller,19.0,78,69.0,45.0
1000,Adam Gillespie,22.0,62,86.0,47.0
1001,Elizabeth Campbell,21.0,84,61.0,51.0
1002,Javier Sawyer,18.0,54,44.0,48.0
1003,Miranda Price,25.0,32,48.0,77.0
1004,Adam Meyer,24.0,90,96.0,95.0
1005,Luis Frederick,22.0,44,35.0,86.0
1006,Ian Pennington,23.0,71,38.0,76.0
1007,Jessica Dunlap,21.0,61,65.0,80.0
1008,Jodi Clark,21.0,83,40.0,98.0
1009,Michael Brown,18.0,35,52.0,38.0
1010,Barbara Taylor,22.0,57,88.0,88.0
1011,Tina Klein,23.0,85,87.0,85.0
1012,Jim Jones,25.0,38,36.0,37.0
1013,Denise Mendoza,18.0,92,41.0,94.0
1014,Samantha Garcia,21.0,49,88.0,78.0
1015,Jose Black,20.0,68,92.0,89.0
1016,Andrew Pena,23.0,80,52.0,51.0
1017,Jason Salazar,20.0,96,61.0,94.0
1018,Johnny Schroeder,18.0,87,77.0,46.0
1019,Scott Crosby,18.0,94,30.0,34.0
1020,Kendra May,23.0,49,62.0,46.0
1021,Brian Sanchez,19.0,89,42.0,34.0
1022,Jessica Lawrence,24.0,54,64.0,93.0
1023,Derek Vazquez,22.0,79,98.0,56.0
1024,Kristie Carlson,18.0,85,31.0,95.0
1025,Angela Greene,21.0,37,52.0,99.0
1026,Roger Lewis,21.0,48,53.0,45.0
1027,Traci Valenzuela,20.0,48,82.0,65.0
1028,Whitney Mcdonald,22.0,83,40.0,34.0
1029,Zoe Jones,24.0,88,93.0,39.0
1030,Joanna Dennis,19.0,46,61.0,46.0
1031,Patrick Carter,21.0,54,74.0,71.0
1032,Steven Moore,22.0,89,90.0,43.0
1033,Kendra Melendez,23.0,54,32.0,85.0
1034,Amy Taylor,20.0,96,37.0,98.0
1035,Dustin Blackwell,18.0,74,77.0,44.0
1036,Edward Armstrong,20.0,37,48.0,48.0
1037,John Brown,20.0,51,41.0,45.0
1038,Lauren Carter,21.0,32,68.0,46.0
1039,Molly Whitehead,21.0,32,86.0,34.0
1040,Brandi Brown,21.0,95,31.0,74.0
1041,David Jones,21.0,59,40.0,56.0
1042,Kimberly Liu,21.0,86,30.0,96.0
1043,Dr. Todd Miller,22.0,55,31.0,93.0
1044,Kristen Jimenez,21.0,48,66.0,81.0
1045,Brandon Harvey,25.0,87,39.0,43.0
1046,Daniel Schultz,19.0,98,52.0,48.0
1047,Robert Collier,22.0,35,43.0,71.0
1048,Bonnie Brewer,25.0,84,100.0,69.0
1049,Justin Lynch,25.0,46,91.0,57.0
1050,Dr. Monica Hansen,21.0,46,58.0,100.0
1051,Kiara Jones,20.0,58,59.0,41.0
1052,Sophia Hernandez,21.0,65,56.0,40.0
1053,Natalie Young,18.0,36,98.0,45.0
1054,John Boyer,21.0,53,30.0,91.0
1055,Thomas Marshall,23.0,36,56.0,79.0
1056,Jason Beard,19.0,51,36.0,44.0
1057,Mary Fields,24.0,40,87.0,63.0
1058,Stephanie Buckley,21.0,90,52.0,86.0
1059,Daniel Olson,23.0,81,99.0,50.0
1060,Dr. Catherine Santiago PhD,21.0,58,31.0,33.0
1061,Sally Dawson,25.0,42,55.0,42.0
1062,Jessica Ramsey,24.0,57,76.0,31.0
1063,Sarah Fox,25.0,72,69.0,53.0
1064,Kelly Sanford,19.0,89,44.0,83.0
1065,Kylie Sandoval,25.0,53,41.0,86.0
1066,Marcus Reyes,18.0,96,61.0,74.0
1067,Nancy Jimenez,24.0,55,65.0,71.0
1068,Jennifer Thompson,19.0,50,47.0,81.0
1069,Matthew Lloyd,19.0,70,74.0,49.0
1070,Patricia Frazier,18.0,33,76.0,94.0
1071,Tiffany Wolf,18.0,64,52.0,30.0
1072,Derek Smith,22.0,62,77.0,90.0
1073,David Rodriguez,19.0,52,46.0,67.0
1074,Brett Rogers,24.0,44,91.0,86.0
1075,Craig Arias,19.0,56,75.0,71.0
1076,Marie Welch,23.0,94,66.0,34.0
1077,Danielle Carter,24.0,98,41.0,50.0
1078,Keith Wright,19.0,93,60.0,33.0
1079,Mary Rogers,18.0,51,59.0,64.0
1080,Jonathan Richardson,21.0,42,74.0,93.0
1081,Matthew Turner,19.0,58,31.0,92.0
1082,Alyssa Peterson,22.0,38,77.0,40.0
1083,Daniel Powell,20.0,63,88.0,42.0
1084,Darlene Lynch,22.0,100,72.0,92.0
1085,Katherine Gross,20.0,72,99.0,57.0
1086,Rebecca Boyd,18.0,34,47.0,45.0
1087,Tiffany Young,18.0,89,93.0,94.0
1088,Daniel Copeland,18.0,44,75.0,91.0
1089,Christina Smith,22.0,96,52.0,75.0
1090,Joshua Peterson,19.0,63,53.0,89.0
1091,Raymond Garrett,18.0,45,38.0,38.0
1092,Suzanne Drake,21.0,86,59.0,57.0
1093,Carla May,25.0,88,64.0,79.0
1094,Jesse Sanchez,24.0,83,68.0,32.0
1095,Hannah Foster,20.0,35,54.0,52.0
1096,Michael Wyatt,19.0,30,62.0,31.0
1097,April King,19.0,66,92.0,62.0
1098,April Baldwin,20.0,90,49.0,72.0
1099,Benjamin Sanchez,21.0,96,99.0,65.0
1100,April Huynh,21.0,69,100.0,90.0
1101,Katherine Barker,22.0,57,54.0,59.0
1102,Ashlee Martinez,18.0,90,62.0,93.0
1103,Angela Holmes MD,18.0,39,35.0,84.0
1104,Shannon Burton,18.0,34,65.0,91.0
1105,Nicole Rodgers,19.0,88,56.0,38.0
1106,Mrs. Gina Thompson DDS,20.0,54,89.0,34.0
1107,James Baxter,24.0,81,83.0,60.0
1108,Isaiah Contreras,23.0,57,89.0,85.0
1109,Samantha Dickerson,23.0,38,89.0,80.0
1110,Leslie Jackson,25.0,31,89.0,65.0
1111,Bryan Lewis,22.0,82,54.0,87.0
1112,Mckenzie Edwards,21.0,54,58.0,37.0
1113,Catherine Casey,20.0,95,56.0,52.0
1114,John Cox,21.0,51,62.0,67.0
1115,Michelle Kelly,21.0,83,35.0,54.0
1116,Nichole Ross,25.0,59,100.0,31.0
1117,Gary Hoffman,22.0,98,96.0,33.0
1118,Hannah Smith,19.0,44,41.0,32.0
1119,Sydney Wilson,23.0,50,73.0,55.0
1120,John Knight,18.0,75,48.0,49.0
1121,Susan Banks,24.0,80,35.0,54.0
1122,Paige Avila,20.0,69,71.0,57.0
1123,Timothy Baker,21.0,89,71.0,46.0
1124,Anne Juarez,22.0,31,80.0,95.0
1125,Aaron Robinson,18.0,54,40.0,70.0
1126,Bradley Martin,20.0,43,77.0,66.0
1127,Linda Russell,19.0,47,87.0,55.0
1128,Brendan Miles,21.0,70,47.0,91.0
1129,Jermaine Carter,19.0,96,37.0,46.0
1130,Kelly Wallace,25.0,67,86.0,68.0
1131,Dr. Matthew Ayala,19.0,74,58.0,74.0
1132,David Contreras,25.0,38,53.0,89.0
1133,Debra Mcneil,25.0,47,70.0,67.0
1134,Thomas Dean,23.0,60,96.0,95.0
1135,Susan Hill,19.0,43,34.0,94.0
