Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
Brenda Williams,20.0,51,52.0,58.0
Andrea Mejia,19.0,70,34.0,46.0
Kelly Velazquez,21.0,64,85.0,39.0
Denise Frey,25.0,58,70.0,100.0
Paula Carey,21.0,71,84.0,66.0
Jason Avery,22.0,30,47.0,76.0
Cameron Shaffer,23.0,83,59.0,99.0
Roger Waller,20.0,40,36.0,87.0
Justin Adams MD,25.0,54,51.0,80.0
Tonya Tucker,19.0,58,77.0,77.0
Ronald Mullins,18.0,55,100.0,77.0
Jeffrey Blackwell,22.0,92,96.0,76.0
Collin Morgan,22.0,55,39.0,39.0
Elizabeth Martin,18.0,54,30.0,44.0
Steven Shannon,24.0,32,81.0,87.0
Gary Keller,21.0,44,31.0,87.0
Kathy Singh,23.0,86,55.0,69.0
Kathleen Mccann,21.0,33,58.0,41.0
Chad Lyons,23.0,72,90.0,39.0
Matthew Ramirez,19.0,88,32.0,78.0
Heidi Tapia DDS,24.0,63,52.0,34.0
Amber Diaz,21.0,59,94.0,86.0
Kara Olsen,19.0,96,46.0,64.0
Richard Santana,22.0,79,35.0,36.0
Jamie Jarvis,21.0,63,87.0,72.0
Shannon Pope,19.0,85,42.0,31.0
Susan King,24.0,53,80.0,81.0
Eric Johnson,22.0,46,92.0,92.0
Ms. Regina Walker,25.0,43,32.0,91.0
Amanda King,23.0,41,51.0,73.0
Megan Campbell,21.0,51,54.0,43.0
Thomas Harris,25.0,51,45.0,31.0
Gary Kelly,24.0,32,77.0,39.0
Mary Silva,24.0,55,64.0,76.0
Bobby Vargas,24.0,63,63.0,90.0
Stephanie Knapp,20.0,47,75.0,55.0
Jennifer Moore DDS,23.0,55,62.0,33.0
Alexis Anderson,20.0,70,38.0,75.0
Christopher Villarreal,22.0,98,78.0,33.0
Richard Fuller,22.0,55,81.0,52.0
Jacqueline Alvarado,20.0,72,85.0,64.0
Nicole White,18.0,56,99.0,53.0
Diana Whitehead,21.0,95,70.0,39.0
Troy White,19.0,45,31.0,77.0
Lynn Mann,22.0,77,97.0,58.0
Kari Goodwin,24.0,32,71.0,68.0
Madison Bennett,20.0,71,54.0,43.0
Tanner Sanford,22.0,54,64.0,97.0
Leroy Lambert,22.0,91,78.0,39.0
Erica Bryant,22.0,37,42.0,36.0
James Meyers,21.0,46,34.0,71.0
Vincent Smith,20.0,52,90.0,55.0
Joseph Lopez,20.0,48,30.0,
Debra Whitaker,21.0,96,78.0,55.0
Jimmy Miller,24.0,84,92.0,44.0
Scott Hicks,19.0,48,88.0,90.0
Jeffrey Wheeler,20.0,38,78.0,47.0
Jordan Mcdaniel,21.0,55,42.0,75.0
Nichole Phillips,23.0,46,94.0,88.0
Regina Barrett,25.0,66,70.0,79.0
Terry Gonzales,23.0,88,38.0,91.0
Sharon Garcia,22.0,43,43.0,57.0
Shawn Jimenez,18.0,45,45.0,65.0
Kayla Martin,25.0,35,79.0,57.0
Mrs. Chelsea Hernandez MD,23.0,89,80.0,45.0
Sean Shelton,25.0,60,48.0,33.0
Shannon Williams,19.0,94,67.0,89.0
Miguel Jones,20.0,69,33.0,93.0
Karen Bell,25.0,42,86.0,74.0
Cynthia Thomas,22.0,82,45.0,30.0
Laura Phillips,22.0,44,60.0,44.0
Michael Moore,24.0,46,46.0,92.0
Victoria Walsh,18.0,36,45.0,39.0
Erik Bryant,23.0,91,94.0,31.0
Allen Schneider,18.0,74,83.0,42.0
Eric Moss,19.0,82,98.0,56.0
Jeffrey Miller,25.0,61,95.0,50.0
Jason Martinez,25.0,70,42.0,99.0
Brandi Barton,25.0,87,57.0,76.0
Ralph Moore,23.0,57,62.0,46.0
Michele Cannon,23.0,78,32.0,94.0
Kevin Pearson,20.0,38,35.0,65.0
Cameron Mccall,22.0,98,39.0,47.0
Daniel Baker,22.0,50,68.0,62.0
Yolanda Robinson,23.0,64,53.0,40.0
Melissa Johnson,25.0,89,34.0,42.0
Rita Haynes,20.0,54,90.0,42.0
Catherine Perry,18.0,98,97.0,84.0
Matthew White,25.0,88,99.0,81.0
Mary Fields,21.0,72,73.0,32.0
Lynn Brown,18.0,38,45.0,98.0
Jamie Collins,25.0,66,85.0,41.0
Olivia Griffin,23.0,65,39.0,45.0
Thomas Brown,18.0,38,68.0,61.0
Hunter Orozco,23.0,74,49.0,94.0
Jasmine Munoz,20.0,95,40.0,30.0
Elizabeth Douglas,19.0,59,89.0,56.0
Erin Wilson,23.0,99,43.0,59.0
Chad Aguirre,19.0,75,34.0,77.0
Samantha Watts,22.0,94,99.0,48.0
Barbara Guerrero,20.0,68,39.0,77.0
Christina Zamora,22.0,40,73.0,98.0
Emma Hudson,24.0,34,84.0,31.0
Dennis Gibson,24.0,36,49.0,89.0
Scott Martin,18.0,35,37.0,99.0
Jenna Martinez,18.0,89,42.0,73.0
Adam Brady,19.0,88,61.0,80.0
Jason Palmer,22.0,80,87.0,43.0
Jessica Gonzalez,18.0,57,42.0,58.0
Amber Jackson,18.0,94,90.0,48.0
Phillip Combs,25.0,88,84.0,93.0
Bobby Stanley,20.0,90,43.0,39.0
Sean Smith,19.0,40,37.0,73.0
Ana Gray,20.0,78,56.0,100.0
Mary Eaton,21.0,87,79.0,49.0
Daniel Baker,25.0,53,78.0,51.0
Cody Hunter,21.0,39,98.0,55.0
Mary Robertson,22.0,96,44.0,53.0
Jillian Chambers,24.0,37,90.0,86.0
Sierra Hood,22.0,75,60.0,52.0
William Young,20.0,35,42.0,85.0
Vanessa Stone,21.0,39,89.0,81.0
Troy Morris,19.0,31,57.0,70.0
Michael Lopez,22.0,64,39.0,51.0
Willie Patterson,19.0,54,68.0,36.0
Tammie Rivera,24.0,90,77.0,94.0
Matthew Flores,20.0,82,69.0,87.0
Wanda Cole PhD,25.0,38,69.0,82.0
Jennifer Jordan,23.0,43,94.0,42.0
Daniel Downs,20.0,32,41.0,68.0
Aaron Newman,24.0,88,50.0,67.0
Madison Mccann,23.0,73,31.0,51.0
Mr. Douglas Silva,21.0,44,62.0,52.0
Ann Smith,24.0,50,58.0,74.0
Mr. Billy Stafford,25.0,45,82.0,98.0
Lori Jones,24.0,86,33.0,95.0
Lisa Haney,19.0,100,49.0,88.0
Samantha Clark,25.0,39,40.0,49.0
Alexandra Thompson,24.0,54,68.0,31.0
Patrick Snyder,23.0,77,80.0,60.0
Jason Weaver,24.0,35,31.0,86.0
Nicole Hartman,23.0,47,34.0,93.0
Amanda Washington,23.0,90,57.0,56.0
Daniel Salinas,21.0,94,78.0,54.0
Kyle Mccormick,20.0,58,37.0,47.0
David Berg,25.0,50,78.0,42.0
Stephanie Davis,19.0,66,32.0,43.0
Tracy Stewart,21.0,96,94.0,80.0
Jennifer Barrera,23.0,91,74.0,76.0
Luis Vega,23.0,38,70.0,44.0
Amanda Perry,18.0,42,75.0,49.0
Carrie Baker,18.0,39,44.0,88.0
Angela Ramos,18.0,47,82.0,71.0
Hannah Johnson,18.0,78,87.0,74.0
Patrick Anderson,24.0,90,66.0,70.0
Carol Bailey MD,23.0,82,69.0,55.0
Mikayla Carlson,22.0,56,58.0,70.0
Sandra Howe MD,18.0,56,32.0,100.0
Samuel Wood,21.0,56,42.0,70.0
Joseph Baker,21.0,89,51.0,59.0
Sydney Bowman,21.0,45,97.0,49.0
Maria Gonzalez,22.0,78,43.0,62.0
Matthew Johnson,24.0,51,88.0,49.0
Miss Amy Miller MD,20.0,34,62.0,90.0
Gary Reyes,24.0,81,74.0,55.0
Charles Adams,25.0,62,30.0,96.0
Kaitlyn Kennedy,22.0,46,93.0,44.0
Mark Harris,18.0,47,84.0,84.0
Alan Williams,22.0,44,69.0,71.0
Christina Yu,21.0,64,77.0,34.0
Brian Martin,23.0,66,31.0,65.0
Cynthia Herring,18.0,53,41.0,31.0
April Chambers,21.0,59,97.0,59.0
Nicholas Anderson,19.0,41,97.0,91.0
Jason Hill,25.0,53,45.0,71.0
Willie Evans,22.0,61,66.0,95.0
Rachel Turner,24.0,38,33.0,60.0
David Miller,25.0,57,98.0,31.0
Daniel Jones,23.0,67,79.0,38.0
Alexis Townsend,23.0,84,37.0,72.0
Stephanie Peters,24.0,89,95.0,50.0
Danielle Reed,20.0,34,66.0,85.0
Jason Bell,25.0,89,43.0,48.0
Julia Wilson,20.0,98,43.0,67.0
Michael Love,20.0,53,84.0,79.0
Jessica Miller,22.0,54,98.0,97.0
Andrew King,22.0,45,49.0,69.0
Robert Taylor,19.0,53,66.0,87.0
Tony Molina,21.0,40,96.0,51.0
Kevin Reyes,23.0,40,30.0,81.0
Robert Santiago,22.0,73,97.0,80.0
Karen Carr,22.0,40,38.0,36.0
Taylor Berger,21.0,89,77.0,58.0
Sarah West,19.0,38,72.0,37.0
John Silva,24.0,75,97.0,86.0
James Weaver,22.0,51,33.0,35.0
Lindsay Burns,21.0,83,38.0,39.0
Carl Daniels,25.0,89,48.0,79.0
Barbara Alvarez,21.0,77,55.0,73.0
John Thompson,22.0,53,51.0,40.0
Melissa Moody,20.0,50,50.0,77.0
Gina Pearson,23.0,96,40.0,31.0
Lisa Martinez,18.0,72,43.0,65.0
Maria Bradley,25.0,40,70.0,83.0
Natalie Johnson,23.0,64,52.0,64.0
James Copeland,22.0,77,35.0,50.0
Christian Lee,22.0,79,47.0,72.0
Daniel Snyder,19.0,37,91.0,57.0
Danielle Harper,25.0,94,34.0,67.0
Evelyn Warren,18.0,61,86.0,67.0
Christopher Johnson,22.0,32,33.0,88.0
Alison Miller,21.0,36,92.0,55.0
William Terrell,19.0,58,61.0,60.0
Kyle Larson,22.0,96,64.0,63.0
Victoria Odonnell,21.0,52,60.0,94.0
Thomas Adams Jr.,18.0,50,66.0,92.0
Lisa Wilson,20.0,94,81.0,73.0
Alex Willis,18.0,92,100.0,78.0
Elizabeth Hunter,23.0,52,50.0,36.0
Christian Lester DVM,24.0,96,58.0,33.0
Audrey King,19.0,72,66.0,100.0
Angie Porter,24.0,65,89.0,82.0
James White,24.0,95,42.0,99.0
Theresa Simpson,25.0,56,43.0,42.0
Catherine Horn,22.0,87,35.0,95.0
Sarah Crosby,20.0,93,62.0,85.0
Steven Bradley,21.0,31,43.0,76.0
Daniel Russell II,21.0,82,83.0,62.0
Douglas Scott,24.0,95,38.0,38.0
Nathan Baxter,24.0,49,30.0,74.0
Stacy Thompson,20.0,99,62.0,74.0
Michael Russell,25.0,75,83.0,81.0
Max Hubbard,20.0,32,59.0,85.0
Michele Butler,22.0,44,91.0,71.0
Jose Burke,25.0,42,76.0,57.0
Thomas Adkins,24.0,47,100.0,53.0
Jason Smith,21.0,73,41.0,34.0
Aaron Mann,23.0,34,79.0,74.0
John Richards Jr.,24.0,41,34.0,57.0
Christina Jordan,23.0,90,49.0,32.0
Justin Nguyen,24.0,53,52.0,93.0
James Clements,21.0,36,93.0,61.0
Lisa Nicholson,20.0,73,75.0,98.0
Patrick Bond,19.0,41,68.0,62.0
Kathryn Owens,20.0,62,58.0,59.0
Mary Murphy,25.0,42,55.0,95.0
Charlotte Jordan,25.0,58,53.0,78.0
Melissa Fuller,20.0,80,54.0,72.0
Jose Dunn,21.0,50,49.0,87.0
Kaitlyn Martinez,24.0,89,33.0,66.0
Jessica Vasquez,20.0,65,67.0,63.0
Kyle Anderson,22.0,98,91.0,89.0
Brandi Reed,21.0,91,46.0,36.0
Adriana Clark,20.0,62,62.0,76.0
Pamela Wheeler,19.0,68,58.0,35.0
Vicki Peterson,21.0,33,35.0,81.0
Kelly Rodriguez,21.0,45,75.0,61.0
Alexander Fletcher,18.0,47,39.0,81.0
Courtney Hughes,19.0,67,92.0,65.0
Kristin Leonard,19.0,62,46.0,69.0
Marcus Burch,23.0,44,76.0,45.0
Joseph Davila,23.0,59,77.0,64.0
Anna Parsons,23.0,41,78.0,80.0
Richard Wheeler,22.0,59,51.0,87.0
Charles Turner,20.0,31,80.0,63.0
Nichole Collins,23.0,61,57.0,100.0
James Bernard,24.0,70,69.0,71.0
Lawrence Dixon,18.0,97,96.0,48.0
Christopher Ware,22.0,56,97.0,87.0
Matthew Anderson,24.0,66,42.0,67.0
Daryl Allen,19.0,89,62.0,56.0
Brian Anderson,20.0,96,66.0,93.0
Joseph Hughes,25.0,66,35.0,83.0
Richard Johnson,20.0,88,51.0,51.0
Sandra Taylor,24.0,42,84.0,95.0
Denise Anderson,25.0,36,45.0,68.0
Nicole Crosby,21.0,43,41.0,50.0
Daniel Johnson,24.0,64,92.0,86.0
Meredith Snyder,19.0,94,92.0,85.0
Jamie Jefferson,25.0,86,38.0,42.0
Timothy Robinson,23.0,94,60.0,40.0
Suzanne Lynn,22.0,62,88.0,80.0
Kelly Jackson,19.0,57,87.0,84.0
Veronica Webster,23.0,62,86.0,40.0
Terri Calderon,21.0,67,79.0,72.0
Antonio Wagner,19.0,73,32.0,88.0
Katherine Kelley,24.0,78,65.0,69.0
Cynthia Potter,25.0,71,41.0,89.0
Elizabeth Shepard,19.0,84,35.0,63.0
Haley Suarez,24.0,32,54.0,83.0
Andrew Manning,22.0,31,36.0,47.0
Eric Campos,23.0,45,39.0,44.0
Dakota Parker,21.0,83,33.0,32.0
Benjamin Wood,21.0,52,78.0,63.0
Harold Ramirez,20.0,94,60.0,89.0
Jessica Smith,19.0,51,66.0,38.0
Ann Palmer,18.0,94,71.0,73.0
Brianna Henderson,23.0,39,54.0,97.0
Diane Hamilton,23.0,87,80.0,55.0
Jose Pena,18.0,75,57.0,77.0
Jasmine Gomez,20.0,78,90.0,77.0
Kari Pollard,18.0,83,63.0,47.0
Karen Simmons,21.0,76,79.0,88.0
Lauren Peterson,20.0,80,35.0,37.0
Kelly Mcconnell,21.0,70,68.0,56.0
James York,18.0,77,85.0,85.0
Kayla Cole,25.0,40,39.0,56.0
Daniel Caldwell,18.0,91,84.0,42.0
Kenneth Gilbert,22.0,49,37.0,87.0
Matthew Porter,25.0,91,71.0,40.0
Christopher Thomas,24.0,90,92.0,81.0
Stephanie Daniels,25.0,68,76.0,97.0
Adam Ramirez,20.0,64,61.0,49.0
Brenda Waters,20.0,59,36.0,61.0
Gina Young,18.0,36,47.0,70.0
Marie Evans,21.0,53,81.0,34.0
Kevin Lopez,23.0,41,64.0,55.0
Diana Turner,21.0,90,54.0,51.0
Joshua Burton,22.0,46,100.0,92.0
Heather Campbell,25.0,78,75.0,80.0
Katherine Mejia,23.0,63,36.0,50.0
David Larsen,20.0,49,48.0,64.0
Stacy Watson,22.0,89,92.0,94.0
Beverly Bridges,23.0,40,59.0,67.0
Felicia Morris,25.0,91,34.0,48.0
Joshua Johnson,20.0,98,71.0,88.0
Kaitlin King,25.0,34,50.0,83.0
Cameron Aguilar,22.0,71,43.0,60.0
Joshua Carter,21.0,83,97.0,96.0
James Garcia,25.0,37,74.0,75.0
Ryan Garcia,23.0,99,69.0,69.0
Kimberly Cunningham,21.0,63,74.0,91.0
Antonio Dickson,21.0,44,46.0,95.0
Michael Cruz,19.0,58,61.0,36.0
Diane Newton,21.0,46,37.0,64.0
Roberto Mahoney,22.0,99,48.0,85.0
Victoria Mendez,25.0,89,36.0,80.0
David Ellison,24.0,81,61.0,93.0
Joseph Randolph,20.0,60,54.0,77.0
Stephen Brewer,25.0,48,78.0,55.0
Timothy Gill,19.0,57,79.0,96.0
Catherine Cobb,19.0,59,73.0,63.0
Christopher Bennett,20.0,72,77.0,48.0
Carla Swanson,21.0,58,51.0,81.0
Cody Tran,21.0,73,91.0,31.0
Jason Harvey,20.0,92,35.0,87.0
Henry Santiago,25.0,50,65.0,32.0
Jamie Howard,19.0,37,98.0,35.0
Leslie Park,25.0,60,61.0,82.0
Nicholas Hodge,23.0,50,89.0,34.0
Holly Mcpherson,23.0,74,88.0,83.0
Elizabeth Marquez,25.0,40,60.0,35.0
Jennifer Spencer,18.0,62,56.0,78.0
Diana Washington,20.0,44,50.0,61.0
Kayla Thornton,21.0,58,88.0,60.0
Benjamin Wood,22.0,49,32.0,50.0
Leroy Simon,24.0,53,98.0,100.0
Rebecca Rodriguez,20.0,90,45.0,31.0
Kimberly Lewis,19.0,53,75.0,71.0
Mr. Jonathon Ewing,21.0,79,72.0,77.0
Michael Li,23.0,69,71.0,84.0
Joshua Hobbs,19.0,83,98.0,39.0
Isabella Sims,19.0,93,93.0,31.0
Tara Bowers,24.0,78,61.0,47.0
Charles Le,24.0,68,99.0,66.0
Tina Lewis,22.0,69,95.0,91.0
Sarah Gonzalez,23.0,77,97.0,99.0
Melissa Brooks,23.0,46,42.0,76.0
Joseph Miller,23.0,67,81.0,86.0
Robert Mcclain,23.0,76,41.0,67.0
Natasha Adams,24.0,75,60.0,33.0
Alicia Becker,23.0,50,83.0,65.0
Melissa Ware,18.0,84,90.0,83.0
Jennifer Whitney,21.0,80,81.0,48.0
Teresa Galloway,19.0,98,64.0,68.0
Daniel David,18.0,44,34.0,95.0
Eric Hayes,24.0,96,74.0,38.0
Angel Caldwell,23.0,50,80.0,48.0
Tina Smith,20.0,69,90.0,40.0
Laura Jensen,20.0,52,82.0,92.0
Dana Leach,20.0,94,32.0,38.0
Nathan Nelson,20.0,60,78.0,55.0
Dawn Jacobson,23.0,75,97.0,79.0
Noah Simpson,25.0,39,67.0,74.0
Deanna Clark,18.0,73,43.0,74.0
Wayne Jones,20.0,32,49.0,66.0
Barbara Harvey MD,24.0,67,55.0,72.0
Dylan Robinson,18.0,92,67.0,82.0
Joseph Maldonado,23.0,76,68.0,79.0
Courtney Jones,22.0,80,100.0,66.0
Sean Snyder,25.0,47,87.0,63.0
Terry Aguilar,21.0,86,89.0,31.0
Briana Smith,20.0,50,91.0,63.0
Linda Cuevas,24.0,41,80.0,51.0
Bryan Adams,25.0,75,53.0,48.0
Stacy Jackson,23.0,41,34.0,49.0
Felicia Bautista,25.0,96,99.0,65.0
Cameron Allen,23.0,83,53.0,41.0
William Thompson,20.0,30,78.0,88.0
Deborah Palmer,24.0,66,49.0,39.0
David Hamilton,22.0,39,78.0,59.0
Robert Young,25.0,84,37.0,59.0
Denise Ashley,19.0,30,36.0,89.0
Emily Robbins,19.0,48,42.0,80.0
Jennifer Case,18.0,60,86.0,73.0
Sylvia Austin,21.0,78,93.0,43.0
Eric Smith,24.0,65,76.0,84.0
Benjamin Mckinney,22.0,51,42.0,96.0
Leonard Kelly,25.0,63,97.0,59.0
Sherry Gross,21.0,83,77.0,33.0
Adam Johnson,18.0,53,98.0,45.0
Anne Ramos,22.0,84,80.0,85.0
Mark Holmes,19.0,82,52.0,66.0
Anthony Johnson,20.0,50,82.0,78.0
William Wang,24.0,41,42.0,64.0
Rachel Walker,19.0,94,73.0,93.0
Mary Patel,21.0,55,65.0,41.0
Lucas Jensen,22.0,72,58.0,65.0
Johnny Haley,24.0,36,82.0,83.0
Melinda Thompson,25.0,46,49.0,68.0
John Turner,22.0,82,32.0,76.0
Stephanie Gill,19.0,30,62.0,96.0
Erin Frazier PhD,25.0,79,60.0,77.0
Elizabeth Rogers,20.0,36,37.0,61.0
Megan Kennedy,22.0,60,60.0,44.0
Rachel Clark,22.0,51,40.0,36.0
Allison Beck,22.0,74,96.0,81.0
Michael Williams,19.0,35,61.0,98.0
William Weber,23.0,93,39.0,76.0
Douglas Gardner,22.0,32,57.0,53.0
Kristina Gomez,25.0,50,48.0,68.0
Dr. Kelly Johnson,24.0,80,65.0,55.0
Melissa Payne,18.0,42,83.0,64.0
Hannah Randall,18.0,70,93.0,91.0
Darren Beck,22.0,89,46.0,34.0
Monica Fernandez,24.0,99,40.0,38.0
Richard Hernandez,18.0,32,37.0,86.0
Sharon Barr,23.0,54,77.0,76.0
Amy Foster,20.0,96,63.0,71.0
Christopher Cox,23.0,34,56.0,69.0
Ryan Mendoza,19.0,97,48.0,63.0
Erica Ward,22.0,91,40.0,91.0
Erica Neal,23.0,36,30.0,79.0
Reginald Ramsey,19.0,37,38.0,55.0
Mark Gonzalez,25.0,87,94.0,64.0
Carly Williamson,21.0,44,43.0,67.0
Alicia Martin,22.0,32,61.0,99.0
Michael Wolfe,22.0,94,48.0,98.0
Stephanie Vaughn,22.0,46,85.0,72.0
Gregory Miller,22.0,79,35.0,56.0
Brittany Watts,21.0,48,66.0,33.0
Candace Rhodes,22.0,68,78.0,58.0
Thomas Perry,23.0,48,62.0,95.0
Charles Wilson,19.0,89,74.0,80.0
Mary Knapp MD,24.0,49,69.0,45.0
Jason Turner,25.0,36,88.0,35.0
Kathleen Potts,23.0,59,87.0,44.0
Robert Alexander,25.0,71,49.0,55.0
Todd Perez,20.0,62,78.0,86.0
Travis Watson,19.0,97,40.0,59.0
Jason Armstrong,20.0,52,94.0,81.0
Holly Perez,18.0,65,72.0,43.0
Donald Phelps Jr.,23.0,53,36.0,35.0
Janet Robinson,19.0,58,45.0,95.0
Alicia Williams MD,20.0,40,88.0,62.0
Susan Peterson,25.0,93,96.0,72.0
Nancy Jones,22.0,71,65.0,90.0
Jeffrey Hooper,25.0,67,82.0,56.0
Christopher Jones,24.0,83,79.0,39.0
Mrs. Meagan Watson PhD,18.0,61,37.0,70.0
Leslie Cain,20.0,58,55.0,99.0
Elizabeth Jones,22.0,84,67.0,44.0
Julie Adams,25.0,62,89.0,34.0
Patrick Ellis,25.0,75,33.0,95.0
Janet Gallagher,25.0,88,59.0,50.0
Christine Smith,21.0,90,85.0,100.0
Daniel Ramos,24.0,33,51.0,43.0
Julie Lamb,25.0,69,35.0,61.0
William Quinn,25.0,78,84.0,33.0
Danielle Mcdonald,20.0,93,99.0,47.0
George King,20.0,73,61.0,51.0
Patty Burton,18.0,98,74.0,100.0
Jesse Wallace,18.0,88,40.0,47.0
Juan White,19.0,33,54.0,98.0
Ryan Mendoza,18.0,69,92.0,60.0
Jessica Adams,25.0,83,63.0,33.0
Ricky Collins,18.0,41,96.0,50.0
Jacob Allen,23.0,82,80.0,54.0
Craig Herring,20.0,71,62.0,75.0
William Olsen,23.0,30,74.0,47.0
Brittany Reeves,21.0,31,94.0,31.0
Kevin Hill,19.0,56,74.0,66.0
Jessica Rodriguez,18.0,75,35.0,77.0
Samantha Quinn,22.0,87,43.0,83.0
Gregory Mcclure,22.0,96,76.0,74.0
Anne Sullivan,23.0,39,75.0,34.0
Heather Lopez,24.0,81,68.0,40.0
Martin Harrison,22.0,33,96.0,39.0
Caitlin Hull,19.0,91,41.0,94.0
Danielle York,24.0,84,41.0,85.0
Sarah Jones,20.0,65,34.0,76.0
Roger Rice,22.0,92,95.0,80.0
Robert Martin,25.0,66,39.0,95.0
Samantha Smith,22.0,62,70.0,81.0
Sara Day,22.0,95,37.0,99.0
Nichole Morales,24.0,55,40.0,91.0
Carrie Jensen,20.0,70,58.0,91.0
Richard Diaz,18.0,44,40.0,82.0
Robert Griffin,21.0,78,75.0,76.0
Betty Liu,23.0,85,60.0,53.0
Ronald Baldwin,21.0,52,98.0,69.0
Randy Decker,21.0,31,88.0,51.0
Cameron Blair,23.0,63,38.0,55.0
Terri Miller,24.0,72,57.0,84.0
Aaron Cunningham,20.0,53,95.0,57.0
Glenn Esparza,18.0,48,54.0,74.0
Timothy Miller,22.0,100,100.0,52.0
Gloria Zimmerman,23.0,71,97.0,63.0
Janice Lynch,24.0,94,78.0,70.0
Kimberly Wallace,22.0,58,72.0,99.0
Kevin Harris,20.0,88,34.0,67.0
James Williams,18.0,60,71.0,81.0
Abigail Solis,22.0,65,63.0,35.0
Christine Todd,20.0,46,95.0,36.0
John Clark,20.0,66,59.0,76.0
John Stephens,24.0,94,99.0,53.0
Robert Reyes,22.0,88,94.0,35.0
Teresa Neal,24.0,90,77.0,100.0
Dennis Johnston,18.0,52,52.0,57.0
Laura Martin,19.0,37,93.0,55.0
Alisha Duran,19.0,73,65.0,37.0
Timothy Miles,21.0,53,35.0,44.0
Steve Cohen Jr.,20.0,33,50.0,63.0
Jessica Johnson,22.0,99,82.0,45.0
Angela Lawson,20.0,32,66.0,36.0
Cynthia Payne,22.0,44,60.0,89.0
Randy Page,22.0,42,57.0,52.0
Heather Smith,21.0,48,83.0,84.0
Jeremy Castillo,21.0,85,81.0,87.0
Andrea Whitehead,22.0,78,39.0,94.0
Bryan Parks,21.0,91,76.0,44.0
Stephen Gordon,23.0,35,50.0,63.0
Tyler Sullivan,21.0,80,52.0,100.0
Michael Craig,22.0,64,91.0,96.0
Jessica Smith,21.0,59,52.0,44.0
Richard Spence,19.0,59,75.0,43.0
Steven Wallace,20.0,96,35.0,71.0
Kimberly Joseph,25.0,47,70.0,84.0
Crystal Williams,21.0,99,46.0,95.0
Mark Stuart,22.0,94,63.0,77.0
Jennifer Ramirez,22.0,32,79.0,61.0
Nathan Juarez,22.0,74,94.0,63.0
Matthew Gardner,22.0,41,81.0,78.0
David Johnson,24.0,32,47.0,61.0
Christopher Garcia,19.0,32,100.0,89.0
Morgan Yu,19.0,73,72.0,33.0
Miguel Nelson,20.0,73,54.0,33.0
David Mckenzie,18.0,58,89.0,44.0
Eileen Mcintyre,23.0,57,69.0,37.0
John Blackburn,19.0,58,91.0,57.0
Jodi Flores,22.0,74,86.0,46.0
Brian Wong,21.0,70,91.0,68.0
Luis Mendez,18.0,99,43.0,90.0
Jesse Brown,18.0,95,32.0,68.0
Andrew Carter,24.0,40,94.0,79.0
Patricia Jackson,20.0,85,70.0,33.0
Jonathan Crawford,22.0,47,69.0,93.0
Roy Hooper,23.0,62,58.0,37.0
Donna Gonzalez,25.0,55,61.0,66.0
Tammie Henson,19.0,45,51.0,82.0
Maria Rodriguez,23.0,75,53.0,99.0
Louis Gould,21.0,32,39.0,90.0
Caitlin Bender,24.0,97,86.0,74.0
Tristan Harvey,23.0,92,41.0,94.0
William Nixon,25.0,32,88.0,97.0
Valerie Bell,21.0,54,78.0,40.0
Joshua Woodard,19.0,89,58.0,78.0
Diana Villegas,21.0,71,42.0,46.0
Patrick Marquez,22.0,42,64.0,35.0
Jerry Thompson,25.0,72,93.0,81.0
Kelly Evans,25.0,73,47.0,77.0
Janet Barnes,22.0,52,87.0,42.0
Christine Estrada,22.0,100,70.0,68.0
Jasmine Smith,18.0,69,30.0,83.0
April Ochoa,25.0,93,74.0,52.0
Kristy Chandler,25.0,64,65.0,65.0
Renee Pratt,25.0,89,80.0,59.0
Theresa Munoz,20.0,60,69.0,56.0
Carly Barker MD,21.0,72,44.0,80.0
Sheila Kline,19.0,59,85.0,63.0
Lauren Young,21.0,31,86.0,88.0
Gabriella Wilson,21.0,66,93.0,97.0
Holly Cook,23.0,89,61.0,96.0
Amber Adams,18.0,85,58.0,48.0
Emily May,22.0,70,64.0,63.0
Morgan Bishop,19.0,75,84.0,62.0
Jesse Martinez,24.0,60,48.0,35.0
Joel Porter,24.0,81,79.0,35.0
Trevor Jackson,20.0,46,62.0,92.0
James Garcia,25.0,75,77.0,92.0
Mark Anthony,23.0,64,77.0,69.0
Charles Galvan,22.0,76,49.0,47.0
David Allen,20.0,36,32.0,60.0
Jeremy Roberts,18.0,41,41.0,39.0
Gary Yang,19.0,82,31.0,89.0
Norma Robertson DDS,20.0,41,60.0,53.0
Julia Cooper,25.0,48,34.0,57.0
Tyler Johnson DVM,21.0,77,97.0,36.0
David Roberts,25.0,90,37.0,55.0
Ronald Brown,23.0,54,94.0,87.0
Donna Stone,23.0,87,30.0,50.0
Thomas Santos,21.0,66,33.0,58.0
Brandy West,25.0,68,90.0,90.0
Samantha Winters,24.0,70,88.0,66.0
Natasha Vargas,21.0,98,88.0,88.0
Gary Lopez,20.0,94,83.0,57.0
Ashley Watson,21.0,45,38.0,49.0
Michael Brewer,19.0,31,50.0,51.0
Gabriel Smith,18.0,95,99.0,93.0
Victor Walker,24.0,96,87.0,97.0
Ronald Wood,22.0,86,58.0,81.0
Joel Lowery,24.0,41,99.0,55.0
Corey Bridges,18.0,95,79.0,58.0
Susan Morris,24.0,93,32.0,56.0
